chapter	lang	en_segment_id	tr_segment_id	relation	confidence	reviewed
age_pyramid	fr	S7.P1	S7.P1	1-1	high	TRUE
age_pyramid	fr	S8.P1	S8.P1	1-1	high	TRUE
age_pyramid	fr	S9.P1	S9.P1	1-1	high	TRUE
age_pyramid	fr	S9.P2	S9.P2	1-1	high	TRUE
age_pyramid	fr	S9.P3	S9.P3	1-1	high	TRUE
age_pyramid	fr	S9.P4	S9.P4	1-1	high	TRUE
age_pyramid	fr	S9.P5	S9.P5	1-1	high	TRUE
age_pyramid	fr	S10.P1	S10.P1	1-1	high	TRUE
age_pyramid	fr	S11.P1	S11.P1	1-1	high	TRUE
age_pyramid	fr	S11.P2	S11.P2	1-1	high	TRUE
age_pyramid	fr	S12.P1	S12.P1	1-1	high	TRUE
age_pyramid	fr	S12.P2	S12.P2	1-1	high	TRUE
age_pyramid	fr	S12.P3	S12.P3	1-1	high	TRUE
age_pyramid	fr	S12.P4	S12.P4	1-1	high	TRUE
age_pyramid	fr	S13.P1	S13.P1	1-1	high	TRUE
age_pyramid	fr	S13.P2	S13.P2	1-1	high	TRUE
age_pyramid	fr	S13.P3	S13.P3	1-1	high	TRUE
age_pyramid	fr	S13.P4	S13.P4	1-1	high	TRUE
age_pyramid	fr	S13.P5	S13.P5	1-1	high	TRUE
age_pyramid	fr	S13.P6	S13.P6	1-1	high	TRUE
age_pyramid	fr	S13.P7	S13.P7	1-1	high	TRUE
age_pyramid	fr	S13.P8	S13.P8	1-1	high	TRUE
age_pyramid	fr	S13.P9	S13.P9	1-1	high	TRUE
age_pyramid	fr	S14.P1	S14.P1	1-1	high	TRUE
age_pyramid	fr	S14.P2	S14.P2	1-1	high	TRUE
age_pyramid	fr	S14.P3	S14.P3	1-1	high	TRUE
age_pyramid	fr	S14.P4	S14.P4	1-1	high	TRUE
age_pyramid	fr	S14.P5	S14.P5	1-1	high	TRUE
age_pyramid	fr	S15.P1	S15.P1	1-1	high	TRUE
age_pyramid	jp	S1.P1	S1.P1	1-1	high	TRUE
age_pyramid	jp	S1.P2	S1.P2	1-1	high	TRUE
age_pyramid	jp	S2.P1	S2.P1	1-1	high	TRUE
age_pyramid	jp	S3.P1	S3.P1	1-1	high	TRUE
age_pyramid	jp	S3.P2	S3.P2	1-1	high	TRUE
age_pyramid	jp	S4.P1	S4.P1	1-1	high	TRUE
age_pyramid	jp	S4.P2	S4.P2	1-1	high	TRUE
age_pyramid	jp	S4.P3	S4.P3	1-1	high	TRUE
age_pyramid	jp	S4.P4	S4.P4	1-1	high	TRUE
age_pyramid	jp	S5.P1	S5.P1	1-1	high	TRUE
age_pyramid	jp	S5.P2	S5.P2	1-1	high	TRUE
age_pyramid	jp	S5.P3	S5.P3	1-1	high	TRUE
age_pyramid	jp	S6.P1	S6.P1	1-1	high	TRUE
age_pyramid	jp	S7.P1	S7.P1	1-1	high	TRUE
age_pyramid	jp	S7.P2	S7.P2	1-1	high	TRUE
age_pyramid	jp	S7.P3	S7.P3	1-1	high	TRUE
age_pyramid	jp	S7.P4	S7.P4	1-1	high	TRUE
age_pyramid	jp	S8.P1	S8.P1	1-1	high	TRUE
age_pyramid	jp	S8.P2	S8.P2	1-1	high	TRUE
age_pyramid	jp	S9.P1	S9.P1	1-1	high	TRUE
age_pyramid	jp	S9.P2	S9.P2	1-1	high	TRUE
age_pyramid	jp	S10.P1	S10.P1	1-1	high	TRUE
age_pyramid	jp	S10.P2	S10.P2	1-1	high	TRUE
age_pyramid	jp	S10.P3	S10.P3	1-1	high	TRUE
age_pyramid	jp	S10.P4	S10.P4	1-1	high	TRUE
age_pyramid	jp	S10.P5	S10.P5	1-1	high	TRUE
age_pyramid	jp	S10.P6	S10.P6	1-1	high	TRUE
age_pyramid	jp	S11.P1	S11.P1	1-1	high	TRUE
age_pyramid	jp	S12.P1	S12.P1	1-1	high	TRUE
age_pyramid	jp	S12.P2	S12.P2	1-1	high	TRUE
age_pyramid	jp	S13.P1	S13.P1	1-1	high	TRUE
age_pyramid	jp	S13.P2	S13.P2	1-1	high	TRUE
age_pyramid	jp	S13.P3	S13.P3	1-1	high	TRUE
age_pyramid	jp	S13.P4	S13.P4	1-1	high	TRUE
age_pyramid	jp	S13.P5	S13.P5	1-1	high	TRUE
age_pyramid	jp	S14.P1	S14.P1	1-1	high	TRUE
age_pyramid	jp	S14.P2	S14.P2	1-1	high	TRUE
age_pyramid	jp	S14.P3	S14.P3	1-1	high	TRUE
age_pyramid	jp	S14.P4	S14.P4	1-1	high	TRUE
age_pyramid	jp	S14.P5	S14.P5	1-1	high	TRUE
age_pyramid	jp	S14.P6	S14.P6	1-1	high	TRUE
age_pyramid	jp	S14.P7	S14.P7	1-1	high	TRUE
age_pyramid	jp	S14.P8	S14.P8	1-1	high	TRUE
age_pyramid	jp	S14.P9	S14.P9	1-1	high	TRUE
age_pyramid	jp	S14.P10	S14.P10	1-1	high	TRUE
age_pyramid	jp	S14.P11	S14.P11	1-1	high	TRUE
age_pyramid	jp	S14.P12	S14.P12	1-1	high	TRUE
age_pyramid	jp	S15.P1	S15.P1	1-1	high	TRUE
age_pyramid	jp	S15.P2	S15.P2	1-1	high	TRUE
age_pyramid	jp	S15.P3	S15.P3	1-1	high	TRUE
age_pyramid	jp	S15.P4	S15.P4	1-1	high	TRUE
age_pyramid	jp	S15.P5	S15.P5	1-1	high	TRUE
age_pyramid	jp	S15.P6	S15.P6	1-1	high	TRUE
age_pyramid	jp	S15.P7	S15.P7	1-1	high	TRUE
age_pyramid	jp	S16.P1	S16.P1	1-1	high	TRUE
age_pyramid	pt	S1.P1	S1.P1	1-1	high	TRUE
age_pyramid	pt	S3.P1	S3.P1	1-1	high	TRUE
age_pyramid	pt	S4.P1	S4.P1	1-1	high	TRUE
age_pyramid	pt	S4.P2	S4.P2	1-1	high	TRUE
age_pyramid	pt	S5.P1	S5.P1	1-1	high	TRUE
age_pyramid	pt	S5.P2	S5.P2	1-1	high	TRUE
age_pyramid	pt	S6.P1	S6.P1	1-1	high	TRUE
age_pyramid	pt	S7.P1	S7.P1	1-1	high	TRUE
age_pyramid	pt	S7.P2	S7.P2	1-1	high	TRUE
age_pyramid	pt	S7.P3	S7.P3	1-1	high	TRUE
age_pyramid	pt	S8.P1	S8.P1	1-1	high	TRUE
age_pyramid	pt	S9.P1	S9.P1	1-1	high	TRUE
age_pyramid	pt	S10.P1	S10.P1	1-1	high	TRUE
age_pyramid	pt	S10.P2	S10.P2	1-1	high	TRUE
age_pyramid	pt	S10.P3	S10.P3	1-1	high	TRUE
age_pyramid	pt	S10.P4	S10.P4	1-1	high	TRUE
age_pyramid	pt	S10.P5	S10.P5	1-1	high	TRUE
age_pyramid	pt	S11.P1	S11.P1	1-1	high	TRUE
age_pyramid	pt	S12.P1	S12.P1	1-1	high	TRUE
age_pyramid	pt	S12.P2	S12.P2	1-1	high	TRUE
age_pyramid	pt	S13.P1	S13.P1	1-1	high	TRUE
age_pyramid	pt	S13.P2	S13.P2	1-1	high	TRUE
age_pyramid	pt	S13.P3	S13.P3	1-1	high	TRUE
age_pyramid	pt	S13.P4	S13.P4	1-1	high	TRUE
age_pyramid	pt	S14.P1	S14.P1	1-1	high	TRUE
age_pyramid	pt	S14.P2	S14.P2	1-1	high	TRUE
age_pyramid	pt	S14.P3	S14.P3	1-1	high	TRUE
age_pyramid	pt	S14.P4	S14.P4	1-1	high	TRUE
age_pyramid	pt	S14.P5	S14.P5	1-1	high	TRUE
age_pyramid	pt	S14.P6	S14.P6	1-1	high	TRUE
age_pyramid	pt	S14.P7	S14.P7	1-1	high	TRUE
age_pyramid	pt	S14.P8	S14.P8	1-1	high	TRUE
age_pyramid	pt	S14.P9	S14.P9	1-1	high	TRUE
age_pyramid	pt	S15.P1	S15.P1	1-1	high	TRUE
age_pyramid	pt	S15.P2	S15.P2	1-1	high	TRUE
age_pyramid	pt	S15.P3	S15.P3	1-1	high	TRUE
age_pyramid	pt	S15.P4	S15.P4	1-1	high	TRUE
age_pyramid	pt	S15.P5	S15.P5	1-1	high	TRUE
age_pyramid	pt	S16.P1	S16.P1	1-1	high	TRUE
age_pyramid	ru	S1.P1	S1.P1	1-1	high	TRUE
age_pyramid	ru	S1.P2	S1.P2	1-1	high	TRUE
age_pyramid	ru	S2.P1	S2.P1	1-1	high	TRUE
age_pyramid	ru	S3.P1	S3.P1	1-1	high	TRUE
age_pyramid	ru	S3.P2	S3.P2	1-1	high	TRUE
age_pyramid	ru	S4.P1	S4.P1	1-1	high	TRUE
age_pyramid	ru	S4.P2	S4.P2	1-1	high	TRUE
age_pyramid	ru	S4.P3	S4.P3	1-1	high	TRUE
age_pyramid	ru	S4.P4	S4.P4	1-1	high	TRUE
age_pyramid	ru	S5.P1	S5.P1	1-1	high	TRUE
age_pyramid	ru	S5.P2	S5.P2	1-1	high	TRUE
age_pyramid	ru	S5.P3	S5.P3	1-1	high	TRUE
age_pyramid	ru	S6.P1	S6.P1	1-1	high	TRUE
age_pyramid	ru	S7.P1	S7.P1	1-1	high	TRUE
age_pyramid	ru	S7.P2	S7.P2	1-1	high	TRUE
age_pyramid	ru	S7.P3	S7.P3	1-1	high	TRUE
age_pyramid	ru	S7.P4	S7.P4	1-1	high	TRUE
age_pyramid	ru	S8.P1	S8.P1	1-1	high	TRUE
age_pyramid	ru	S8.P2	S8.P2	1-1	high	TRUE
age_pyramid	ru	S9.P1	S9.P1	1-1	high	TRUE
age_pyramid	ru	S9.P2	S9.P2	1-1	high	TRUE
age_pyramid	ru	S10.P1	S10.P1	1-1	high	TRUE
age_pyramid	ru	S10.P2	S10.P2	1-1	high	TRUE
age_pyramid	ru	S10.P3	S10.P3	1-1	high	TRUE
age_pyramid	ru	S10.P4	S10.P4	1-1	high	TRUE
age_pyramid	ru	S10.P5	S10.P5	1-1	high	TRUE
age_pyramid	ru	S10.P6	S10.P6	1-1	high	TRUE
age_pyramid	ru	S11.P1	S11.P1	1-1	high	TRUE
age_pyramid	ru	S12.P1	S12.P1	1-1	high	TRUE
age_pyramid	ru	S12.P2	S12.P2	1-1	high	TRUE
age_pyramid	ru	S13.P1	S13.P1	1-1	high	TRUE
age_pyramid	ru	S13.P2	S13.P2	1-1	high	TRUE
age_pyramid	ru	S13.P3	S13.P3	1-1	high	TRUE
age_pyramid	ru	S13.P4	S13.P4	1-1	high	TRUE
age_pyramid	ru	S13.P5	S13.P5	1-1	high	TRUE
age_pyramid	ru	S14.P1	S14.P1	1-1	high	TRUE
age_pyramid	ru	S14.P2	S14.P2	1-1	high	TRUE
age_pyramid	ru	S14.P3	S14.P3	1-1	high	TRUE
age_pyramid	ru	S14.P4	S14.P4	1-1	high	TRUE
age_pyramid	ru	S14.P5	S14.P5	1-1	high	TRUE
age_pyramid	ru	S14.P6	S14.P6	1-1	high	TRUE
age_pyramid	ru	S14.P7	S14.P7	1-1	high	TRUE
age_pyramid	ru	S14.P8	S14.P8	1-1	high	TRUE
age_pyramid	ru	S14.P9	S14.P9	1-1	high	TRUE
age_pyramid	ru	S14.P10	S14.P10	1-1	high	TRUE
age_pyramid	ru	S14.P11	S14.P11	1-1	high	TRUE
age_pyramid	ru	S14.P12	S14.P12	1-1	high	TRUE
age_pyramid	ru	S15.P1	S15.P1	1-1	high	TRUE
age_pyramid	ru	S15.P2	S15.P2	1-1	high	TRUE
age_pyramid	ru	S15.P3	S15.P3	1-1	high	TRUE
age_pyramid	ru	S15.P4	S15.P4	1-1	high	TRUE
age_pyramid	ru	S15.P5	S15.P5	1-1	high	TRUE
age_pyramid	ru	S15.P6	S15.P6	1-1	high	TRUE
age_pyramid	ru	S15.P7	S15.P7	1-1	high	TRUE
age_pyramid	ru	S16.P1	S16.P1	1-1	high	TRUE
age_pyramid	tr	S1.P1	S1.P1	1-1	high	TRUE
age_pyramid	tr	S3.P1	S3.P1	1-1	high	TRUE
age_pyramid	tr	S4.P1	S4.P1	1-1	high	TRUE
age_pyramid	tr	S4.P2	S4.P2	1-1	high	TRUE
age_pyramid	tr	S5.P1	S5.P1	1-1	high	TRUE
age_pyramid	tr	S5.P2	S5.P2	1-1	high	TRUE
age_pyramid	tr	S6.P1	S6.P1	1-1	high	TRUE
age_pyramid	tr	S7.P1	S7.P1	1-1	high	TRUE
age_pyramid	tr	S7.P2	S7.P2	1-1	high	TRUE
age_pyramid	tr	S7.P3	S7.P3	1-1	high	TRUE
age_pyramid	tr	S8.P1	S8.P1	1-1	high	TRUE
age_pyramid	tr	S9.P1	S9.P1	1-1	high	TRUE
age_pyramid	tr	S10.P1	S10.P1	1-1	high	TRUE
age_pyramid	tr	S10.P2	S10.P2	1-1	high	TRUE
age_pyramid	tr	S10.P3	S10.P3	1-1	high	TRUE
age_pyramid	tr	S10.P4	S10.P4	1-1	high	TRUE
age_pyramid	tr	S10.P5	S10.P5	1-1	high	TRUE
age_pyramid	tr	S11.P1	S11.P1	1-1	high	TRUE
age_pyramid	tr	S12.P1	S12.P1	1-1	high	TRUE
age_pyramid	tr	S12.P2	S12.P2	1-1	high	TRUE
age_pyramid	tr	S13.P1	S13.P1	1-1	high	TRUE
age_pyramid	tr	S13.P2	S13.P2	1-1	high	TRUE
age_pyramid	tr	S13.P3	S13.P3	1-1	high	TRUE
age_pyramid	tr	S13.P4	S13.P4	1-1	high	TRUE
age_pyramid	tr	S14.P1	S14.P1	1-1	high	TRUE
age_pyramid	tr	S14.P2	S14.P2	1-1	high	TRUE
age_pyramid	tr	S14.P3	S14.P3	1-1	high	TRUE
age_pyramid	tr	S14.P4	S14.P4	1-1	high	TRUE
age_pyramid	tr	S14.P5	S14.P5	1-1	high	TRUE
age_pyramid	tr	S14.P6	S14.P6	1-1	high	TRUE
age_pyramid	tr	S14.P7	S14.P7	1-1	high	TRUE
age_pyramid	tr	S14.P8	S14.P8	1-1	high	TRUE
age_pyramid	tr	S14.P9	S14.P9	1-1	high	TRUE
age_pyramid	tr	S15.P1	S15.P1	1-1	high	TRUE
age_pyramid	tr	S15.P2	S15.P2	1-1	high	TRUE
age_pyramid	tr	S15.P3	S15.P3	1-1	high	TRUE
age_pyramid	tr	S15.P4	S15.P4	1-1	high	TRUE
age_pyramid	tr	S15.P5	S15.P5	1-1	high	TRUE
age_pyramid	tr	S16.P1	S16.P1	1-1	high	TRUE
age_pyramid	vn	S1.P1	S1.P1	1-1	high	TRUE
age_pyramid	vn	S1.P2	S1.P2	1-1	high	TRUE
age_pyramid	vn	S2.P1	S2.P1	1-1	high	TRUE
age_pyramid	vn	S3.P1	S3.P1	1-1	high	TRUE
age_pyramid	vn	S4.P1	S4.P1	1-1	high	TRUE
age_pyramid	vn	S4.P2	S4.P2	1-1	high	TRUE
age_pyramid	vn	S5.P1	S5.P1	1-1	high	TRUE
age_pyramid	vn	S5.P2	S5.P2	1-1	high	TRUE
age_pyramid	vn	S6.P1	S6.P1	1-1	high	TRUE
age_pyramid	vn	S7.P1	S7.P1	1-1	high	TRUE
age_pyramid	vn	S7.P2	S7.P2	1-1	high	TRUE
age_pyramid	vn	S7.P3	S7.P3	1-1	high	TRUE
age_pyramid	vn	S8.P1	S8.P1	1-1	high	TRUE
age_pyramid	vn	S9.P1	S9.P1	1-1	high	TRUE
age_pyramid	vn	S10.P1	S10.P1	1-1	high	TRUE
age_pyramid	vn	S10.P2	S10.P2	1-1	high	TRUE
age_pyramid	vn	S10.P3	S10.P3	1-1	high	TRUE
age_pyramid	vn	S10.P4	S10.P4	1-1	high	TRUE
age_pyramid	vn	S10.P5	S10.P5	1-1	high	TRUE
age_pyramid	vn	S11.P1	S11.P1	1-1	high	TRUE
age_pyramid	vn	S12.P1	S12.P1	1-1	high	TRUE
age_pyramid	vn	S12.P2	S12.P2	1-1	high	TRUE
age_pyramid	vn	S13.P1	S13.P1	1-1	high	TRUE
age_pyramid	vn	S13.P2	S13.P2	1-1	high	TRUE
age_pyramid	vn	S13.P3	S13.P3	1-1	high	TRUE
age_pyramid	vn	S13.P4	S13.P4	1-1	high	TRUE
age_pyramid	vn	S14.P1	S14.P1	1-1	high	TRUE
age_pyramid	vn	S14.P2	S14.P2	1-1	high	TRUE
age_pyramid	vn	S14.P3	S14.P3	1-1	high	TRUE
age_pyramid	vn	S14.P4	S14.P4	1-1	high	TRUE
age_pyramid	vn	S14.P5	S14.P5	1-1	high	TRUE
age_pyramid	vn	S14.P6	S14.P6	1-1	high	TRUE
age_pyramid	vn	S14.P7	S14.P7	1-1	high	TRUE
age_pyramid	vn	S14.P8	S14.P8	1-1	high	TRUE
age_pyramid	vn	S14.P9	S14.P9	1-1	high	TRUE
age_pyramid	vn	S15.P1	S15.P1	1-1	high	TRUE
age_pyramid	vn	S15.P2	S15.P2	1-1	high	TRUE
age_pyramid	vn	S15.P3	S15.P3	1-1	high	TRUE
age_pyramid	vn	S15.P4	S15.P4	1-1	high	TRUE
age_pyramid	vn	S15.P5	S15.P5	1-1	high	TRUE
age_pyramid	vn	S16.P1	S16.P1	1-1	high	TRUE
basics	es	S1.P1	S1.P1	1-1	high	TRUE
basics	es	S1.P2	S1.P2	1-1	high	TRUE
basics	es	S2.P1	S2.P1	1-1	high	TRUE
basics	es	S3.P1	S3.P1	1-1	high	TRUE
basics	es	S5.P1	S5.P1	1-1	high	TRUE
basics	es	S6.P1	S6.P1	1-1	high	TRUE
basics	es	S7.P1	S7.P1	1-1	high	TRUE
basics	es	S8.P1	S8.P1	1-1	high	TRUE
basics	es	S9.P1	S9.P1	1-1	high	TRUE
basics	es	S11.P1	S11.P1	1-1	high	TRUE
basics	es	S12.P1	S12.P1	1-1	high	TRUE
basics	es	S13.P1	S13.P1	1-1	high	TRUE
basics	es	S14.P1	S14.P1	1-1	high	TRUE
basics	es	S15.P1	S15.P1	1-1	high	TRUE
basics	es	S16.P1	S16.P1	1-1	high	TRUE
basics	es	S18.P1	S18.P1	1-1	high	TRUE
basics	es	S18.P2	S18.P2	1-1	high	TRUE
basics	es	S19.P1	S19.P1	1-1	high	TRUE
basics	es	S19.P2	S19.P2	1-1	high	TRUE
basics	es	S20.P1	S20.P1	1-1	high	TRUE
basics	es	S21.P1	S21.P1	1-1	high	TRUE
basics	es	S22.P1	S22.P1	1-1	high	TRUE
basics	es	S22.P2	S22.P2	1-1	high	TRUE
basics	es	S22.P3	S22.P3	1-1	high	TRUE
basics	es	S23.P1	S23.P1	1-1	high	TRUE
basics	es	S23.P2	S23.P2	1-1	high	TRUE
basics	es	S23.P3	S23.P3	1-1	high	TRUE
basics	es	S23.P4	S23.P4	1-1	high	TRUE
basics	es	S23.P5	S23.P5	1-1	high	TRUE
basics	es	S23.P6	S23.P6	1-1	high	TRUE
basics	es	S24.P1	S24.P1	1-1	high	TRUE
basics	es	S24.P2	S24.P2	1-1	high	TRUE
basics	es	S24.P3	S24.P3	1-1	high	TRUE
basics	es	S25.P1	S25.P1	1-1	high	TRUE
basics	es	S26.P1	S26.P1	1-1	high	TRUE
basics	es	S27.P1	S27.P1	1-1	high	TRUE
basics	es	S28.P1	S28.P1	1-1	high	TRUE
basics	es	S29.P1	S29.P1	1-1	high	TRUE
basics	es	S29.P2	S29.P2	1-1	high	TRUE
basics	es	S29.P3	S29.P3	1-1	high	TRUE
basics	es	S29.P4	S29.P4	1-1	high	TRUE
basics	es	S29.P5	S29.P5	1-1	high	TRUE
basics	es	S29.P6	S29.P6	1-1	high	TRUE
basics	es	S29.P7	S29.P7	1-1	high	TRUE
basics	es	S29.P8	S29.P8	1-1	high	TRUE
basics	es	S30.P1	S30.P1	1-1	high	TRUE
basics	es	S31.P1	S31.P1	1-1	high	TRUE
basics	es	S32.P1	S32.P1	1-1	high	TRUE
basics	es	S33.P1	S33.P1	1-1	high	TRUE
basics	es	S34.P1	S34.P1	1-1	high	TRUE
basics	es	S35.P1	S35.P1	1-1	high	TRUE
basics	es	S35.P2	S35.P2	1-1	high	TRUE
basics	es	S36.P1	S36.P1	1-1	high	TRUE
basics	es	S37.P1	S37.P1	1-1	high	TRUE
basics	es	S38.P1	S38.P1	1-1	high	TRUE
basics	es	S39.P1	S39.P1	1-1	high	TRUE
basics	es	S40.P1	S40.P1	1-1	high	TRUE
basics	es	S40.P2	S40.P2	1-1	high	TRUE
basics	es	S41.P1	S41.P1	1-1	high	TRUE
basics	es	S42.P1	S42.P1	1-1	high	TRUE
basics	es	S42.P2	S42.P2	1-1	high	TRUE
basics	es	S43.P1	S43.P1	1-1	high	TRUE
basics	es	S44.P1	S44.P1	1-1	high	TRUE
basics	es	S45.P1	S45.P1	1-1	high	TRUE
basics	es	S46.P1	S46.P1	1-1	high	TRUE
basics	es	S46.P2	S46.P2	1-1	high	TRUE
basics	es	S47.P1	S47.P1	1-1	high	TRUE
basics	es	S48.P1	S48.P1	1-1	high	TRUE
basics	es	S49.P1	S49.P1	1-1	high	TRUE
basics	es	S49.P2	S49.P2	1-1	high	TRUE
basics	es	S50.P1	S50.P1	1-1	high	TRUE
basics	es	S51.P1	S51.P1	1-1	high	TRUE
basics	es	S52.P1	S52.P1	1-1	high	TRUE
basics	es	S52.P2	S52.P2	1-1	high	TRUE
basics	es	S53.P1	S53.P1	1-1	high	TRUE
basics	es	S53.P2	S53.P2	1-1	high	TRUE
basics	es	S54.P1	S54.P1	1-1	high	TRUE
basics	es	S55.P1	S55.P1	1-1	high	TRUE
basics	es	S56.P1	S56.P1	1-1	high	TRUE
basics	es	S56.P2	S56.P2	1-1	high	TRUE
basics	es	S56.P3	S56.P3	1-1	high	TRUE
basics	es	S56.P4	S56.P4	1-1	high	TRUE
basics	es	S56.P5	S56.P5	1-1	high	TRUE
basics	es	S56.P6	S56.P6	1-1	high	TRUE
basics	es	S56.P7	S56.P7	1-1	high	TRUE
basics	es	S56.P8	S56.P8	1-1	high	TRUE
basics	es	S57.P1	S57.P1	1-1	high	TRUE
basics	es	S57.P2	S57.P2	1-1	high	TRUE
basics	es	S58.P1	S58.P1	1-1	high	TRUE
basics	es	S58.P2	S58.P2	1-1	high	TRUE
basics	es	S58.P3	S58.P3	1-1	high	TRUE
basics	es	S59.P1	S59.P1	1-1	high	TRUE
basics	es	S59.P2	S59.P2	1-1	high	TRUE
basics	es	S59.P3	S59.P3	1-1	high	TRUE
basics	es	S59.P4	S59.P4	1-1	high	TRUE
basics	es	S60.P1	S60.P1	1-1	high	TRUE
basics	es	S60.P2	S60.P2	1-1	high	TRUE
basics	es	S60.P3	S60.P3	1-1	high	TRUE
basics	es	S60.P4	S60.P4	1-1	high	TRUE
basics	es	S60.P5	S60.P5	1-1	high	TRUE
basics	es	S60.P6	S60.P6	1-1	high	TRUE
basics	es	S60.P7	S60.P7	1-1	high	TRUE
basics	es	S60.P8	S60.P8	1-1	high	TRUE
basics	es	S61.P1	S61.P1	1-1	high	TRUE
basics	es	S61.P2	S61.P2	1-1	high	TRUE
basics	es	S61.P3	S61.P3	1-1	high	TRUE
basics	es	S62.P1	S62.P1	1-1	high	TRUE
basics	es	S63.P1	S63.P1	1-1	high	TRUE
basics	es	S63.P2	S63.P2	1-1	high	TRUE
basics	es	S63.P3	S63.P3	1-1	high	TRUE
basics	es	S63.P4	S63.P4	1-1	high	TRUE
basics	es	S64.P1	S64.P1	1-1	high	TRUE
basics	es	S64.P2	S64.P2	1-1	high	TRUE
basics	es	S64.P3	S64.P3	1-1	high	TRUE
basics	es	S65.P1	S65.P1	1-1	high	TRUE
basics	es	S66.P1	S66.P1	1-1	high	TRUE
basics	es	S66.P2	S66.P2	1-1	high	TRUE
basics	es	S66.P3	S66.P3	1-1	high	TRUE
basics	es	S67.P1	S67.P1	1-1	high	TRUE
basics	es	S67.P2	S67.P2	1-1	high	TRUE
basics	es	S68.P1	S68.P1	1-1	high	TRUE
basics	es	S68.P2	S68.P2	1-1	high	TRUE
basics	es	S69.P1	S69.P1	1-1	high	TRUE
basics	es	S70.P1	S70.P1	1-1	high	TRUE
basics	es	S71.P1	S71.P1	1-1	high	TRUE
basics	es	S72.P1	S72.P1	1-1	high	TRUE
basics	es	S73.P1	S73.P1	1-1	high	TRUE
basics	es	S74.P1	S74.P1	1-1	high	TRUE
basics	es	S75.P1	S75.P1	1-1	high	TRUE
basics	es	S76.P1	S76.P1	1-1	high	TRUE
basics	es	S76.P2	S76.P2	1-1	high	TRUE
basics	es	S76.P3	S76.P3	1-1	high	TRUE
basics	es	S76.P4	S76.P4	1-1	high	TRUE
basics	es	S76.P5	S76.P5	1-1	high	TRUE
basics	es	S77.P1	S77.P1	1-1	high	TRUE
basics	es	S78.P1	S78.P1	1-1	high	TRUE
basics	es	S79.P1	S79.P1	1-1	high	TRUE
